HolderAddress,Balance
0x5736C077916B45318C9989aA47F4454f6C3cC561,266298620.337135351429925443
0x731F79f6D575fe2Df1b6c9f24a28963f2A1A01f3,255684935.881482324218878267
0x0C38fE6e3168D61F9d4Fa0440aA15d745E15fa7A,238887016.248125713968353105
0xA6c629171126405C55211C383d9C7fA8aff4c857,235078015.816127107017714842
0xD77033a7F57EBbadfCe5ADf9Ab086BD4C4b6C509,231936682.2732133720484194
0x42E3E447FC784A081D2162C95bea56fc2CbEF5bD,228375418.959797854019249165
0xdBa0513738a96503F2e833C12d4a46c3E13B83F8,207727361.391640163442962421
0xB182bF7DE1EF36a65891F9A256DEc1a5ADbaF6E7,185475512.125249637545091834
0x45d8BaF6Bb3cD8Be7aA5A3A4B61A969C019d5165,178227547.803024622967621695
0x5e8F5C57761275Dc89465AB707Efed9a519A030C,178093480.348115017847111259
0xae4e802F37D8beF6e313b9BF2dCfB9fbC9a022D9,176324381.467134186923525192
0x0Be37874612CbD0f18E2b38FBd11fbc443ad2a0c,176171971.702001182746883456
0xab59b3F411de6eC506f5721bB34e8C573F679395,173146363.855984003478168801
0x79ae7f0eccF445692855b56Aa672E3087DCD16E7,171756022.549598460631233323
0x1dFb56BF9dF6f1071eD0e1841D1B565B50b73360,171401624.589188297062860684
0x2254b804c64091457f48567e76feE730a05a4c2A,170382367.711472564677635358
0xf8B3b8432aB49Fe071F386f0917981994d7a164D,169314362.353803939356899662
0x1bda647C4432842FD0425eD00428b1ddDE7e21A2,169017816.81090036721590217
0x365a446a2c2f59428e5dAeBFa2Bc23D0e4d8b289,168297599.923258694095232617
0x8A3E6d8E8D08F68D480824646707D463F27655aB,164384318.076354054735335617
0x2466770743716A93A952B2752DdB552afadaBb75,162353225.286900446003560491
0xA70CB31295ca4e64703c6771cb2e83F3F28626a3,161680690.152138199892235405
0xa72A274fef289E5768d1644E224Ec5Cbb0cD8A81,159885802.202128513918637525
0xDa2Cd2ae90652eEfa67DeD9Df735d5bFB2F3B61F,158828169.543220267425346646
0xF722aA63dB9F694D453EfE5BE5f4404f8c29420b,156161694.254792234897634514
0x5fE2583FA72a6E41115bd59EB18AE4e6a2ec458f,155374382.394263462268822034
0x3Ead0D6f987C653b0a18b1ACE9976119144dA637,147238621.96979956546350911
