HolderAddress,Balance
0xffd2425866374DE665E38cEeF1B3a9b998D64bC4,1286390.213493800647092711
0xD9bE894EEaD546ED350297C87b5bb2bF2D86756A,1282400.607004965632776271
0xa2fe8E38A14CF7BeECE22aE71E951F78CE233643,1146098.311032009534840551
0x2fFcE1BE78F6c23D6DBEEB81B68Bd9F4bC6CA2B6,1089972.063364674694779749
0x60eE565347D0415916DdE17bEda4CFA8c2E43D81,1086347.803221891386444997
0x1b2BF17292784578681e5b848d60C7b7Beb46E68,1045266.879737283744509115
0xb7C132D2afA7686a4eb3A03c8045058aEda0e7fd,988650.710018132118526697
0x20F6ee51340aDEed01A59B0e65cB3703f3dc860c,951419.527306640618239991
0xcD6b980029E6E6e0733ac8eC3E02be9410D09799,945182.525410500447229534
0xE2bC4d4802b381eb857C7e99B97C611Dd229c353,924403.606397525460595368
0xCe370EbCBC655F845DF7DFb8C079E75B5EA17D93,860225.882474166465069056
0x97359743DcbbB26E3741ce7b4CdDA1CFF149ce0a,854173.417893400585212908
0xC06ebbefD94032B85424D51906e2A335EFAe264B,821879.835076550301239428
0xD31826b68682b4f752642b833De0e41b3ca30FAD,816454.659929969211175615
0xfbC48F862B5b70Fcba3c0557a15fa821447bA268,787528.672741512810377421
0x9E260a50fe6EEDfd55f0aCa9BA6ac6B0A35593Ac,786653.071315284354325655
0xACA66DE4d300390eDC204B246F3A2DeB6f30CeFD,784614.27270098817589438
0x21D624859f4215d45c0049797a1110Ef28D20675,764528.138808427479456743
0xeAA883748F2FD2EaE522b39A2261bf5BdFa2E6bF,763859.835607128519872721
0x8A5827705d3c7a27864086e2D10F7E0F233e6B7A,752247.162489310498901246
0x091d29AE424a45717d75900Da377Bd4CeA2656C2,697076.051984249300551161
0xe53bdb2118585d5B2cD06a117d3A036AFA70677a,670594.30772209077981441
0xAB06f0C80f76776126d1B49dA65C8AB93dcE4809,666730.100137477951570367
0x58F408500bf0dc2A0037D4e2e368f65F331fB6E3,655659.634849118836228096
0x8827D6ed4341144aF6672531a888C9addF378b09,635861.121084261330637308
0x62f9220E61A3cbBE0918780f1b76191fccA2af06,609065.353841464559316376
0x48B8419B2Bc0fB63Ee96e3a370e30B200cC2e672,578041.453332580809957754
0x56E80956B7cC90C64E5Ea1dD00Eb6DD296e884c5,544080.478964459496488483
0x01E7b7EfEE5150B83B4448F85FfEE9d9e867e3c4,520611.511151453976549384
0xBe8B746c230f56F557F02Fe325baed3865176835,472607.633234729036663043
0x7589F108fDb6C5d8AbC2e5b67c2d03BF0a41e4BB,432837.570598746897876477
0xc2afD2C5E6948F31A45555eaC090f65Aa90eF44A,382345.663041828784999027
0xC5760DC85A89Ac7719EdBBe27c769D267d5145AA,376212.227279658265426208
0xE30EB40B3Dd2C7842867dfB201162B8374FADe69,314334.19229505211116738
0x413cDc4376E29534C3aFf8f08d095A2E6CdeB748,308072.386395917997349089
0x87D8E595535114bD20430134CaDdBA3Cc6F6D0db,287491.377347239775794928
0x56556655190952fc747561f7116EA109D36c8856,283446.866742604346662686
0x2CA5dBFd0b8c2416412A3C1Dc37B7bE18056deAc,281755.108198860048450518
0xA4d9D7068d84bbDF2E3Caf1bBF2e1135BCD41984,254952.352914811540597473
0x05036487D03474CDb34347982d05F4e05795172B,223138.262750226142002348
0x48477b50818b75f4b4A5C86D5fcbB35d3c0fb14D,187773.127006668440054087
0x64ce4c98D00550fd35cceB3f6AB89e92c4Fc5265,176406.444429881342351353
0x688cc301CD6A8E0F0646D22a47000048EeF9B45C,173567.915731406550571764
0x626D5d0903FE95Ece17Da93f30FCe147C9564198,162362.397987452054118107
0x48A097DF16c7844a33B1c3d11aB353457846e13F,157929.67414617287534011
0xF7CDB0364bD767C2968083e79F3EcdB5a42e4bc2,140507.683486969662929977
0xc8C06899a29F7Ca21A625c46c4Ccc84890F7d2ea,122054.344535671182492043
0xD59DaBe91222e815912f346a5D9394EAdFa65214,94445.956134554845240117
0xd6e244517df66E7Bcd8675Da717aB76E1e3C77bb,80898.038971109109266904
0x76150E03bf9FBFaF8263adB3D5bA6a6Dc0293e1A,38522.328996297111269553
0xFDdE08b489fDcb3b66F843a9b70d091C8b9414cE,22578.879100228893311119
0x00000000009726632680FB29d3F7A9734E3010E2,12416.677695756366262688
0x1Af40B0Bb35361D554F153c45E0bF297FE43F542,12304.477055697456642622
0xb45704D9C2dC29e3b2dF2E3262a611880D87dEbf,11048.440185838672926385
0x751d759AB3Dd9a6F5a56d2388eb3A525bD2389fb,8467.824108028619776377
0xEc8acB43c45f4B98125dF8cB5F42C963E5b3cfDD,7885.999273543984638801
0xdeDF35B2117584D9d02e252cc521681FB1951b7f,6664.350989599103627956
0xF4F89054E59c458f90DC77F1B3f4bF210a794EF4,4864.641187337324178134
0x75dd20E22Bd95181860Ae535eCBa3cE4af5Aa038,4783.732372217728443106
0x1De7c0E3CB85DDfC0Ab868CFB9b8Acc50B9e7aa8,4265.9238456284741041
0x25CD01Ed4664283753C99b828FBeAE93DE36b172,4002.614145328947467236
0xF69cD0fE7280773BB9B7c93AB68420D07290AFa9,3997.796412923299813983
0x6039e45140EC2661c12b94E52a51b3D562d461C4,2984.534198604127329789
0xF783C06291a922C4f0c9015c2CdcCCB8671a6152,2242.958277633356319993
0x25932F259dB395Caa6e2bE518147073Af5ED713c,1472.308436600105993803
0x946cfE8F3B214e4c2136fb84D698E3065364C1a5,1333.990863644779106675
0xB666Fd9B55572a3cF6d42b16Fb550787670a000f,145.311160443863519918
0xB2938A190F6bCd4aD348D34C52B2627EA7a0d3Ee,1.020355927732803737
0xBf35b67DcDc2005a67AAB80c30A694c4beD3d510,0.954802256790502621
0x2421AAe45D65d4B94e2ac4c222722BE064EF5f44,0.779902164961533907
0x152C735A7A777a9759C8FaCbEf697264f8982B4A,0.759980777418790469
0x5133dc05C98ff6a45304B697af6339e2b38285f5,0.243653027347100922
0xc33B250C3C7F4BA1Dbce1b43b979c13e7F8dB3ac,0.120033076057591817
0x03963610211E06A49fe77C868BB5b77F9F469242,0.06279917182234069
0x40132E775E14EF3a946FA5624468715456FA0bE4,0.014532569301316484
0x240e6d8C873dB804AaF85EE943c51CB1dA77ccda,0.007938160160322393
0xC1F2c7B77BB4eA592394666569c398A6b142a3f3,0.007246664290608413
0x61021d2F873314CD9EF4b60D5ce5F985A057dbA3,0.005851369311557212
0x485627d4c0C2D65167F3aFee2423342B8764236d,0.005054667470716848
0x05488882d5c0d2B656384f33267EA6d81dF52DF8,0.000753278313370604
0xFcdc0826236233ac53b8d80B04f349Db40274212,0.000000679730448603
0x66199aa0764A540DcCA5A6593368B3434C908669,0.000000055810387177
0x7Ac59c2845A8358AF9eb484C7b5D37900F210824,0.000000009857857562
0x10303395E5ebf7f90e795f1e13d5C04E8e79E3a1,0.000000008731405834
0xba2c8CB49a52E83a1e33CDe4e9a1EB893848DCB0,0.000000008010802121
0xFC822C8d2a76EB4DF5ECd1dcDa92d964Ba2e4311,0.000000007995485699
0xF3B9B7cdc116BBBc013f1dE5481F5402Bd3dA2ef,0.000000007705518919
0x3D1f6b29d93dCFc0d7747aC426F60c8AA77A01F9,0.000000006993185011
0xDf92Fa9898c1CD90fD2fd3A3491D01510fedfdD5,0.000000006113961524
0x6d422B2E9d775C8FCee9C11dB737299A5185525b,0.000000005838289096
0x8468A42f47F49defcDa8461Aa4fd6796A35065F4,0.000000005633992641
0xcE8CB3094839fDD3726C4228e273A4E4aE28a822,0.000000004421802254
0x8cDb30C576681FB2960dfF7918986539aDafB4A4,0.000000004252816044
0x0a9D081e2703ffcD8B447B6D9e55c3560DBeA5D5,0.000000004054086544
0xc548A8DD12BCB0Ca1CC655FF3Dff3B18C3e76c13,0.000000003774664854
0x274a3F8Ea50021579C0869f6a829780445dD33c4,0.000000003079822829
0x6fF0136D07b13e31AFBBEd6985DCbC4081ac2fb1,0.000000002762514192
0x2759FC0BCe126a9cF12FbA99Ce3F1EF487E0444C,0.000000002676243605
0xB0C46F6cd92d7fF9203ceb3340029D77a8DddeDE,0.000000002482201036
0x7B2ba2e24214721b81880532f8b69bD840EE7e32,0.000000002108668528
0xd8e9018Ca7DE359CE58a1a136B5B06c3f0e398C8,0.000000000980161615
0x75E2a78dB5CcB7F08f88ACF20325B7176Ce97840,0.000000000866944995
0x0440474215E85a8C31b8ee41721a60Be21916a74,0.000000000589807687
0x9BB0E0Ab8d71A4c374E723916ED2C449726A4696,0.000000000119417861
0x077d6691692c3bC51a97C65B8A89810729b54b43,0.000000000045136346
0x134c665236bf46da96B8d7b8b4f15371e697294a,0.000000000000153956
0x5b1c7635EBf7eC223DD57f20274CDca891Ab5b46,0.000000000000025205
0x99704cFa6C426994F571F239743D4308cD4dCE21,0.000000000000001128
0x8F10B468b06c6FD214B65F87778827F7D113f996,0.000000000000000001
0x2Ca37ff95caF25366eF16fc2E655b78a165D125F,0.000000000000000001
0x114d574247342eafea95b7a9234e62984d48cD9E,0.000000000000000001
